bls302_code,name_de,name_en,kcal_100g,water_g_100g,protein_g_100g,fat_g_100g,carb_g_100g,fiber_g_100g,sodium_mg_100g
B407100,Vollkornbrötchen mit Milch,Wholemeal roll with milk,239,35.106,9.389,2.737,43.411,6.569,550
B407200,Vollkornbrötchen mit Sauermilch,Wholemeal roll with soured milk,225,37.568,8.661,1.894,42.602,6.629,546
B407300,Vollkornbrötchen mit Buttermilch,Wholemeal roll with buttermilk,223,37.814,8.679,1.585,42.642,6.635,547
B407400,Vollkornbrötchen mit Joghurt,Wholemeal roll with yogurt,226,37.473,8.707,1.918,42.625,6.627,545
B407500,Vollkornbrötchen mit Kefir,Wholemeal roll with kefir,225,37.577,8.655,1.895,42.582,6.633,546
B407600,Vollkornbrötchen mit Molke,Wholemeal roll with whey,222,38.068,8.41,1.559,42.754,6.642,546
B407700,Vollkornbrötchen mit Quark,Wholemeal roll with quark,224,37.565,9.24,1.549,42.409,6.629,543
B407800,Vollkornbrötchen mit Milcheiweiß,Wholemeal roll with milk protein,221,38.195,8.657,1.53,42.448,6.576,543
B408400,Vollkornbrötchen mit Butter,Wholemeal roll with butter,235,37.932,8.118,3.916,41.135,6.461,527
B411000,Vollkornbrötchen-Weizenvollkornbrötchen,Wholemeal roll - wholemeal wheat roll,219,38.611,8.341,1.537,42.351,6.655,543
B411072,Vollkornbrötchen-Weizenvollkornbrötchen geröstet,Wholemeal roll - wholemeal wheat roll toasted,224,37.403,8.505,1.567,43.185,6.786,554
B415100,Vollkornbrötchen-Weizenvollkornbrötchen mit Soja,Wholemeal roll - wholemeal wheat roll with soya,225,37.017,9.755,2.46,40.342,7.508,513
B415200,Vollkornbrötchen-Weizenvollkornbrötchen mit Kleie,Wholemeal roll - wholemeal wheat roll with bran,217,36.965,8.768,1.71,40.978,8.796,513
B415400,Vollkornbrötchen-Weizenvollkornbrötchen mit Rosinen,Wholemeal roll - wholemeal wheat roll with raisins,226,36.84,7.855,1.456,44.469,6.535,500
B415500,Vollkornbrötchen-Weizenvollkornbrötchen mit Zwiebeln,Wholemeal roll - wholemeal wheat roll with onions,213,40.451,8.092,1.492,41.05,6.472,524
B415600,Vollkornbrötchen-Weizenvollkornbrötchen mit Gewürzen,Wholemeal roll - wholemeal wheat roll with spices,222,37.907,8.308,1.598,42.964,6.629,525
B415700,Vollkornbrötchen-Weizenvollkornbrötchen mit Kümmel,Wholemeal roll - wholemeal wheat roll with caraway seeds,224,37.597,8.739,1.991,42.175,6.865,525
B415800,Vollkornbrötchen-Weizenvollkornbrötchen mit Malz,Wholemeal roll - wholemeal wheat roll with malt,222,38.251,8.146,1.513,43.278,6.379,522
B416000,Vollkornbrötchen-Weizenvollkornbrötchen mit Ölsamenzutaten,Wholemeal roll - wholemeal wheat roll with oilseeds,231,37.046,9.139,2.649,42.009,6.617,519
B416100,Vollkornbrötchen-Weizenvollkornbrötchen mit Weizenkeimen,Wholemeal roll - wholemeal wheat roll with wheat germ,225,36.469,9.473,1.964,41.698,7.268,513
B416200,Vollkornbrötchen-Weizenvollkornbrötchen mit Leinsamen,Wholemeal roll - wholemeal wheat roll with linseeds,230,37.215,8.966,3.106,40.796,7.375,521
B416300,Vollkornbrötchen-Weizenvollkornbrötchen mit Sesam,Wholemeal roll - wholemeal wheat roll with sesame seeds,235,36.969,8.905,3.73,40.908,6.858,521
B416400,Vollkornbrötchen-Weizenvollkornbrötchen mit Mohn,Wholemeal roll - wholemeal wheat roll with poppy seeds,231,36.989,9.036,3.362,40.638,7.277,520
B416500,Vollkornbrötchen-Weizenvollkornbrötchen mit Sonnenblumenkernen,Wholemeal roll - wholemeal wheat roll with sunflower seeds,231,37.046,9.139,2.649,42.009,6.617,519
B416600,Vollkornbrötchen-Weizenvollkornbrötchen mit Mandeln,Wholemeal roll - wholemeal wheat roll with almonds,236,37.083,9.045,3.848,40.705,6.866,519
B417100,Vollkornbrötchen-Weizenvollkornbrötchen mit Milch,Wholemeal roll - wholemeal wheat roll with milk,239,35.106,9.389,2.737,43.411,6.569,550
B417200,Vollkornbrötchen-Weizenvollkornbrötchen mit Sauermilch,Wholemeal roll - wholemeal wheat roll with soured milk,225,37.568,8.661,1.894,42.602,6.629,546
B417300,Vollkornbrötchen-Weizenvollkornbrötchen mit Buttermilch,Wholemeal roll - wholemeal wheat roll with buttermilk,223,37.814,8.679,1.585,42.642,6.635,547
B417400,Vollkornbrötchen-Weizenvollkornbrötchen mit Joghurt,Wholemeal roll - wholemeal wheat roll with yogurt,226,37.473,8.707,1.918,42.625,6.627,545
B417500,Vollkornbrötchen-Weizenvollkornbrötchen mit Kefir,Wholemeal roll - wholemeal wheat roll with kefir,225,37.577,8.655,1.895,42.582,6.633,546
B417600,Vollkornbrötchen-Weizenvollkornbrötchen mit Molke,Wholemeal roll - wholemeal wheat roll with whey,222,38.068,8.41,1.559,42.754,6.642,546
B417700,Vollkornbrötchen-Weizenvollkornbrötchen mit Quark,Wholemeal roll - wholemeal wheat roll with quark,224,37.565,9.24,1.549,42.409,6.629,543
B417800,Vollkornbrötchen-Weizenvollkornbrötchen mit Milcheiweiß,Wholemeal roll - wholemeal wheat roll with milk protein,221,38.195,8.657,1.53,42.448,6.576,543
B418400,Vollkornbrötchen-Weizenvollkornbrötchen mit Butter,Wholemeal roll - wholemeal wheat roll with butter,235,37.932,8.118,3.916,41.135,6.461,527
B421000,Vollkornbrötchen-Roggenvollkornbrötchen,Wholemeal roll - wholemeal rye roll,199,41.555,7.235,1.013,39.459,8.053,597
B421072,Vollkornbrötchen-Roggenvollkornbrötchen geröstet,Wholemeal roll - wholemeal rye roll toasted,203,40.315,7.389,1.034,40.296,8.224,610
B425100,Vollkornbrötchen-Roggenvollkornbrötchen mit Soja,Wholemeal roll - wholemeal rye roll with soya,205,39.938,8.592,1.888,37.76,8.766,567
B425200,Vollkornbrötchen-Roggenvollkornbrötchen mit Kleie,Wholemeal roll - wholemeal rye roll with bran,198,39.89,7.684,1.199,38.344,9.951,567
B425400,Vollkornbrötchen-Roggenvollkornbrötchen mit Rosinen,Wholemeal roll - wholemeal rye roll with raisins,207,39.728,6.877,0.978,41.598,7.839,554
B425500,Vollkornbrötchen-Roggenvollkornbrötchen mit Zwiebeln,Wholemeal roll - wholemeal rye roll with onions,193,43.152,7.041,0.989,38.356,7.84,578
B425600,Vollkornbrötchen-Roggenvollkornbrötchen mit Gewürzen,Wholemeal roll - wholemeal rye roll with spices,202,40.813,7.24,1.086,40.115,7.985,579
B425700,Vollkornbrötchen-Roggenvollkornbrötchen mit Kümmel,Wholemeal roll - wholemeal rye roll with caraway seeds,204,40.558,7.625,1.434,39.392,8.197,579
B425800,Vollkornbrötchen-Roggenvollkornbrötchen mit Malz,Wholemeal roll - wholemeal rye roll with malt,202,41.093,7.099,1.012,40.451,7.735,575
B426000,Vollkornbrötchen-Roggenvollkornbrötchen mit Ölsamenzutaten,Wholemeal roll - wholemeal rye roll with oilseeds,211,39.962,8.03,2.079,39.26,7.958,572
B426100,Vollkornbrötchen-Roggenvollkornbrötchen mit Weizenkeimen,Wholemeal roll - wholemeal rye roll with wheat germ,205,39.433,8.333,1.432,39.007,8.545,567
B426200,Vollkornbrötchen-Roggenvollkornbrötchen mit Leinsamen,Wholemeal roll - wholemeal rye roll with linseeds,209,40.119,7.869,2.509,38.121,8.67,574
B426300,Vollkornbrötchen-Roggenvollkornbrötchen mit Sesam,Wholemeal roll - wholemeal rye roll with sesame seeds,214,39.888,7.811,3.094,38.226,8.185,574
B426400,Vollkornbrötchen-Roggenvollkornbrötchen mit Mohn,Wholemeal roll - wholemeal rye roll with poppy seeds,211,39.907,7.934,2.749,37.973,8.578,573
B426500,Vollkornbrötchen-Roggenbrötchen mit Sonnenblumenkernen,Wholemeal roll - wholemeal rye roll with sunflower seeds,211,39.962,8.03,2.079,39.26,7.958,572
B426600,Vollkornbrötchen-Roggenvollkornbrötchen mit Mandeln,Wholemeal roll - wholemeal rye roll with almonds,215,39.997,7.942,3.205,38.035,8.192,572
B427100,Vollkornbrötchen-Roggenvollkornbrötchen mit Milch,Wholemeal roll - wholemeal rye roll with milk,217,38.261,8.222,2.134,40.478,7.957,603
B427200,Vollkornbrötchen-Roggenvollkornbrötchen mit Sauermilch,Wholemeal roll - wholemeal rye roll with soured milk,204,40.577,7.535,1.345,39.702,8.025,600
B427300,Vollkornbrötchen-Roggenvollkornbrötchen mit Buttermilch,Wholemeal roll - wholemeal rye roll with buttermilk,202,40.805,7.552,1.06,39.737,8.031,600
B427400,Vollkornbrötchen-Roggenvollkornbrötchen mit Joghurt,Wholemeal roll - wholemeal rye roll with yogurt,205,40.484,7.58,1.369,39.725,8.022,598
B427500,Vollkornbrötchen-Roggenvollkornbrötchen mit Kefir,Wholemeal roll - wholemeal rye roll with kefir,204,40.586,7.529,1.346,39.683,8.028,599
B427700,Vollkornbrötchen-Roggenvollkornbrötchen mit Quark,Wholemeal roll - wholemeal rye roll with quark,203,40.571,8.074,1.025,39.524,8.025,598
B427800,Vollkornbrötchen-Roggenvollkornbrötchen mit Milcheiweiß,Wholemeal roll - wholemeal rye roll with milk protein,201,41.141,7.537,1.013,39.579,7.965,597
B428400,Vollkornbrötchen-Roggenvollkornbrötchen mit Butter,Wholemeal roll - wholemeal rye roll with butter,213,40.866,7.062,3.174,38.437,7.841,581
B451000,Vollkornbrötchen-Weizenvollkornmischbrötchen,Wholemeal roll - mixed wholemeal wheat roll,236,32.901,8.685,1.486,46.116,8.257,484
B461000,Vollkornbrötchen-Weizen/Roggenvollkornbrötchen,Wholemeal roll - wholemeal wheat/rye roll,236,32.901,8.685,1.486,46.116,8.257,484
B471000,Vollkornbrötchen-Roggenvollkornmischbrötchen,Wholemeal roll - mixed wholemeal rye roll,234,32.775,8.407,1.392,46.146,8.698,480
B481000,Vollkornbrötchen-Roggen/Weizenvollkornbrötchen,Wholemeal roll - wholemeal rye/wheat roll,234,32.775,8.407,1.392,46.146,8.698,480
B491000,Vollkornbrötchen-Dinkelvollkornbrötchen,Wholemeal roll - wholemeal spelt roll,246,36.527,10.969,4.306,40.139,5.816,471
B500000,Brötchen (allgemein),Rolls (general),284,26.5,10.09,1.81,55.86,3.6,731
B501000,Brötchen,Roll,284,26.5,10.09,1.81,55.86,3.6,731
B505100,Brötchen mit Soja,Roll with soya,260,31.809,10.571,2.568,47.863,4.798,524
B505200,Brötchen mit Kleie,Roll with bran,250,32.208,9.058,1.461,49.346,5.83,535
B505400,Brötchen mit Rosinen,Roll with raisins,259,32.157,8.097,1.2,52.848,3.517,521
B505500,Brötchen mit Zwiebeln,Roll with onions,247,35.544,8.379,1.228,49.83,3.294,549
B505600,Brötchen mit Gewürzen,Roll with spices,257,33.099,8.576,1.335,51.666,3.447,548
B505700,Brötchen mit Kümmel,Roll with caraway seeds,259,32.802,9.025,1.747,50.816,3.693,548
B505800,Brötchen mit Malz,Roll with malt,256,33.442,8.408,1.249,51.964,3.22,545
B505900,Brötchen mit Kräutern,Roll with herbs,248,35.211,8.475,1.242,49.888,3.413,549
B506000,Brötchen mit Ölsamen,Roll with oilseeds,272,31.37,9.974,3.201,50.039,3.542,523
B506100,Brötchen mit Weizenkeimen,Roll with wheat germ,261,30.524,10.519,2.014,49.34,4.712,513
B506200,Brötchen mit Leinsamen,Roll with linseeds,270,31.613,9.689,4.019,47.93,4.869,528
B506300,Brötchen mit Sesam,Roll with sesame seeds,279,31.246,9.567,5.07,48.128,3.959,526
B506400,Brötchen mit Mohn,Roll with poppy seeds,266,32.209,9.344,3.225,49.05,4.175,541
B506500,Brötchen mit Sonnenblumenkernen,Roll with sunflower seeds,272,31.37,9.974,3.201,50.039,3.542,523
B506600,Brötchen mit Mandeln,Roll with almonds,271,32.3,9.356,3.744,49.128,3.736,540
B507200,Brötchen mit Sauermilch,Roll with soured milk,258,34.584,7.962,1.698,51.738,2.359,454
B507300,Brötchen mit Buttermilch,Roll with buttermilk,255,34.823,7.98,1.389,51.788,2.361,456
B507400,Brötchen mit Joghurt,Roll with yogurt,258,34.487,8.008,1.725,51.758,2.358,453
B507500,Brötchen mit Kefir,Roll with kefir,258,34.593,7.955,1.7,51.721,2.36,453
B507600,Brötchen mit Molke,Roll with whey,254,35.081,7.707,1.361,51.91,2.363,455
B507700,Brötchen mit Quark,Roll with quark,256,34.581,8.547,1.351,51.542,2.359,452
B507800,Brötchen mit Milcheiweiß,Roll with milk protein,261,32.053,10.057,1.244,51.272,3.169,567
B508100,Brötchen mit Fett,Roll with fat,279,32.731,8.225,5.354,48.823,3.187,540
B508400,Brötchen mit Butter,Roll with butter,279,32.731,8.225,5.354,48.823,3.187,540
B508500,Brötchen Schokobrötchen,Roll with chocolate chips,281,30.632,8.671,4.135,51.579,3.162,519
B508600,Brötchen mit Schinken,Roll with ham,252,34.64,9.063,1.338,49.908,3.257,581
B511000,Brötchen-Weizenbrötchen,Roll - wheat roll,284,26.5,10.09,1.81,55.86,3.6,731
B511072,Brötchen-Weizenbrötchen geröstet,Roll - wheat roll toasted,288,25.514,10.225,1.834,56.61,3.648,741
B511082,Brötchen-Weizenbrötchen gebraten (zubereitet ohne Fett),Roll - wheat roll fried (prepared without fat),284,26.5,10.09,1.81,55.86,3.6,731
B512000,Brötchen-Weizenbrötchen mit Schrotanteilen,Roll - wheat roll with coarse meal,250,35.658,7.782,1.417,50.73,2.819,451
B515100,Brötchen-Weizenbrötchen mit Soja,Roll - wheat roll with soya,260,31.809,10.571,2.568,47.863,4.798,524
B515200,Brötchen-Weizenbrötchen mit Kleie,Roll - wheat roll with bran,250,32.208,9.058,1.461,49.346,5.83,535
B515400,Brötchen-Weizenbrötchen mit Rosinen,Roll - wheat roll with raisins,259,32.157,8.097,1.2,52.848,3.517,521
B515500,Brötchen-Weizenbrötchen mit Zwiebeln,Roll - wheat roll with onions,247,35.544,8.379,1.228,49.83,3.294,549
B515600,Brötchen-Weizenbrötchen mit Gewürzen,Roll - wheat roll with spices,257,33.099,8.576,1.335,51.666,3.447,548
B515700,Brötchen-Weizenbrötchen mit Kümmel,Roll - wheat roll with caraway seeds,259,32.802,9.025,1.747,50.816,3.693,548
B516000,Brötchen-Weizenbrötchen mit Ölsamenzutaten,Roll - wheat roll with oilseeds,260,34.444,9.527,3.058,47.798,3.383,500
B516100,Brötchen-Weizenbrötchen mit Weizenkeimen,Roll - wheat roll with wheat germ,261,30.524,10.519,2.014,49.34,4.712,513
B516200,Brötchen-Weizenbrötchen mit Leinsamen,Roll - wheat roll with linseeds,270,31.613,9.689,4.019,47.93,4.869,528
B516300,Brötchen-Weizenbrötchen mit Sesam,Roll - wheat roll with sesame seeds,279,31.246,9.567,5.07,48.128,3.959,526
B516400,Brötchen-Weizenbrötchen mit Mohn,Roll - wheat roll with poppy seeds,266,32.209,9.344,3.225,49.05,4.175,541
B516500,Brötchen-Weizenbrötchen mit Sonnenblumenkernen,Roll - wheat roll with sunflower seeds,272,31.37,9.974,3.201,50.039,3.542,523
B516600,Brötchen-Weizenbrötchen mit Mandeln,Roll - wheat roll with almonds,271,32.3,9.356,3.744,49.128,3.736,540
B517100,Brötchen-Weizenbrötchen mit Milch,Roll - wheat roll with milk,271,32.134,8.702,2.552,52.464,2.337,460
B517300,Brötchen-Weizenbrötchen mit Buttermilch,Roll - wheat roll with buttermilk,255,34.823,7.98,1.389,51.788,2.361,456
B517400,Brötchen-Weizenbrötchen mit Joghurt,Roll - wheat roll with yogurt,258,34.487,8.008,1.725,51.758,2.358,453
B517500,Brötchen-Weizenbrötchen mit Kefir,Roll - wheat roll with kefir,258,34.593,7.955,1.7,51.721,2.36,453
B517700,Brötchen-Weizenbrötchen mit Quark,Roll - wheat roll with quark,256,34.581,8.547,1.351,51.542,2.359,452
B517800,Brötchen-Weizenbrötchen mit Milcheiweiß,Roll - wheat roll with milk protein,261,32.053,10.057,1.244,51.272,3.169,567
B518100,Brötchen Weizenbrötchen mit Fett,Roll - wheat roll with fat,279,32.731,8.225,5.354,48.823,3.187,540
B518400,Brötchen-Weizenbrötchen mit Butter,Roll - wheat roll with butter,279,32.731,8.225,5.354,48.823,3.187,540
B521000,Brötchen-Roggenbrötchen,Roll - rye roll,268,29.755,10.425,2.098,50.893,5.725,520
B521072,Brötchen-Roggenbrötchen geröstet,Roll - rye roll toasted,272,28.695,10.582,2.13,51.662,5.811,528
B525100,Brötchen-Roggenbrötchen mit Soja,Roll - rye roll with soya,220,38.607,7.891,2.626,40.398,8.791,443
B525200,Brötchen-Roggenbrötchen mit Kleie,Roll - rye roll with bran,209,39.236,6.282,1.501,41.82,9.805,453
B525400,Brötchen-Roggenbrötchen mit Rosinen,Roll - rye roll with raisins,219,39.008,5.432,1.249,45.382,7.474,443
B525500,Brötchen-Roggenbrötchen mit Zwiebeln,Roll - rye roll with onions,205,42.621,5.555,1.279,42.089,7.477,466
B525600,Brötchen-Roggenbrötchen mit Gewürzen,Roll - rye roll with spices,214,40.261,5.753,1.38,43.869,7.609,465
B525700,Brötchen-Roggenbrötchen mit Kümmel,Roll - rye roll with caraway seeds,216,39.972,6.184,1.774,43.061,7.842,464
B525800,Brötchen-Roggenbrötchen mit Malz,Roll - rye roll with malt,214,40.516,5.622,1.298,44.23,7.351,462
B526000,Brötchen-Roggenbrötchen mit Ölsamenzutaten,Roll - rye roll with oilseeds,219,41.493,6.897,3.091,40.302,7.115,419
B526100,Brötchen-Roggenbrötchen mit Weizenkeimen,Roll - rye roll with wheat germ,221,37.169,7.894,2.067,42.04,8.624,435
B526200,Brötchen-Roggenbrötchen mit Leinsamen,Roll - rye roll with linseeds,229,38.425,6.993,4.067,40.499,8.847,447
B526300,Brötchen-Roggenbrötchen mit Sesam,Roll - rye roll with sesame seeds,239,38.032,6.881,5.153,40.671,7.94,446
B526400,Brötchen-Roggenbrötchen mit Mohn,Roll - rye roll with poppy seeds,223,39.334,6.517,3.174,41.475,8.25,460
B526500,Brötchen-Roggenbrötchen mit Sonnenblumenkernen,Roll - rye roll with sunflower seeds,232,38.157,7.29,3.267,42.6,7.521,443
B526600,Brötchen-Roggenbrötchen mit Mandeln,Roll - rye roll with almonds,240,38.216,7.127,5.36,40.327,7.957,443
B527100,Brötchen-Roggenbrötchen mit Milch,Roll - rye roll with milk,244,34.665,7.844,2.124,47.6,5.436,462
B527200,Brötchen-Roggenbrötchen mit Sauermilch,Roll - rye roll with soured milk,231,37.013,7.134,1.311,46.868,5.484,456
B527300,Brötchen-Roggenbrötchen mit Buttermilch,Roll - rye roll with buttermilk,229,37.245,7.151,1.016,46.911,5.489,457
B527400,Brötchen-Roggenbrötchen mit Joghurt,Roll - rye roll with yogurt,232,36.919,7.179,1.335,46.889,5.483,455
B527500,Brötchen-Roggenbrötchen mit Kefir,Roll - rye roll with kefir,231,37.021,7.128,1.311,46.851,5.487,456
B527600,Brötchen-Roggenbrötchen mit Molke,Roll - rye roll with whey,228,37.491,6.891,0.989,47.022,5.494,456
B527700,Brötchen-Roggenbrötchen mit Quark,Roll - rye roll with quark,230,37.012,7.689,0.98,46.683,5.484,453
B527800,Brötchen-Roggenbrötchen mit Milcheiweiß,Roll - rye roll with milk protein,219,39.015,7.308,1.291,43.66,7.243,485
B528100,Brötchen-Roggenbrötchen mit Fett,Roll - rye roll with fat,238,39.744,5.442,5.442,41.141,7.284,457
B528400,Brötchen-Roggenbrötchen mit Butter,Roll - rye roll with butter,238,39.744,5.442,5.442,41.141,7.284,457
B531000,Brötchen-Haferbrötchen,Roll - oat roll,237,36.809,8.231,1.899,45.92,4.873,452
B541000,Brötchen-Gerstenbrötchen,Roll - barley roll,230,37.787,7.678,1.211,46.196,4.89,453
B551000,Brötchen-Weizenmischbrötchen,Roll - mixed wheat roll,249,35.086,9.061,1.593,48.692,4.504,525
B557100,Brötchen-Weizenmischbrötchen mit Milch,Roll - mixed wheat roll with milk,252,34.104,9.094,2.094,48.293,4.133,454
B558100,Brötchen-Weizenmischbrötchen mit Fett,Roll - mixed wheat roll with fat,273,34.032,8.651,5.679,46.333,4.283,499
B561000,Brötchen Dinkelbrötchen,Roll - spelt roll,226,42.158,10.018,3.42,38.128,4.269,433
B571000,Brötchen-Roggenmischbrötchen,Roll - rye/wheat roll,236,34.394,7.759,1.02,48.206,6.413,618
B577100,Brötchen-Roggenmischbrötchen mit Milch,Roll - rye/wheat roll with milk,242,36.216,7.468,2.018,47.682,4.431,456
B578100,Brötchen-Roggenmischbrötchen mit Fett,Roll - rye/wheat roll with fat,262,33.374,7.412,5.13,45.874,6.1,588
B591000,Brötchen-Mehrkornbrötchen,Roll - multigrain roll,255,30.334,8.271,1.491,51.211,6.444,513
B591072,Brötchen-Mehrkornbrötchen geröstet,Roll - multigrain roll toasted,259,29.261,8.398,1.514,52.0,6.543,521
B600000,Knäckebrote,Crispbreads,322,5.362,10.097,1.4,66.137,14.6,463
B601000,Knäckebrot,Crispbread,322,5.362,10.097,1.4,66.137,14.6,463
B602000,Knäckebrot mit Schrotanteilen,Crispbread with coarse meal,362,6.999,11.248,2.048,73.326,4.074,652
B605000,Knäckebrot mit Zutaten,Crispbread with additives,340,7.0,11.041,1.99,68.363,8.603,685
B605100,Knäckebrot mit Soja,Crispbread with soya,355,7.0,14.417,3.502,65.278,6.543,714
B605200,Knäckebrot mit Kleie,Crispbread with bran,343,7.0,12.426,2.004,67.695,7.997,733
B605300,Knäckebrot mit Mehrkorn,Crispbread with mulitgrain,340,7.0,11.041,1.99,68.363,8.603,685
B605500,Knäckebrot mit Zwiebeln,Crispbread with onions,357,7.001,12.089,1.772,71.897,4.753,792
B605600,Knäckebrot mit Gewürzen,Crispbread with spices,357,7.0,11.922,1.856,71.82,4.792,762
B605700,Knäckebrot mit Kümmel,Crispbread with caraway seeds,358,7.0,12.49,2.417,70.329,5.11,758
B605800,Knäckebrot mit Malz,Crispbread with malt,358,7.0,11.748,1.746,72.607,4.499,761
B605900,Knäckebrot mit Kräutern,Crispbread with herbs,356,7.0,12.165,1.783,71.611,4.899,789
B606000,Knäckebrot mit Ölsamenzutaten,Crispbread with oilseeds,369,7.0,13.515,4.338,67.808,4.799,709
